unit,shift_id,responder_id,experience_level,rescue_attempts,successful_rescues
Unit Delta,S02704,R01790,mid,5,5
Unit Delta,S02705,R01752,junior,8,2
Unit Alpha,S02706,R03188,mid,5,2
Unit Echo,S02707,R04850,mid,9,8
Unit Delta,S02708,R02212,mid,11,8
Unit Bravo,S02709,R04749,junior,4,2
Unit Bravo,S02710,R02884,junior,7,3
Unit Alpha,S02711,R03300,junior,13,10
Unit Echo,S02712,R03682,mid,10,8
Unit Echo,S02713,R03074,mid,6,5
Unit Bravo,S02714,R04894,junior,8,6
Unit Delta,S02715,R01668,mid,3,2
Unit Alpha,S02716,R03557,senior,10,9
Unit Alpha,S02717,R02035,junior,11,6
Unit Alpha,S02718,R04382,senior,9,6
Unit Echo,S02719,R04644,junior,11,10
Unit Alpha,S02720,R01370,junior,8,4
Unit Echo,S02721,R00797,junior,4,2
Unit Delta,S02722,R00788,mid,8,7
Unit Alpha,S02723,R04110,senior,6,6
Unit Alpha,S02724,R01645,mid,5,4
Unit Bravo,S02725,R02424,junior,4,2
Unit Bravo,S02726,R02491,junior,5,3
Unit Alpha,S02727,R01290,junior,6,2
Unit Alpha,S02728,R02097,senior,6,6
Unit Bravo,S02729,R02496,junior,6,5
Unit Bravo,S02730,R02583,mid,8,8
Unit Delta,S02731,R03985,junior,7,2
Unit Alpha,S02732,R02948,mid,7,5
Unit Delta,S02733,R01018,mid,9,6
Unit Echo,S02734,R01535,mid,6,6
Unit Delta,S02735,R00877,junior,6,4
Unit Delta,S02736,R00071,mid,6,4
Unit Alpha,S02737,R00324,mid,3,3
Unit Bravo,S02738,R01936,senior,8,8
Unit Delta,S02739,R00436,junior,8,5
Unit Bravo,S02740,R04993,junior,9,6
Unit Delta,S02741,R02742,mid,6,6
Unit Alpha,S02742,R00753,junior,5,3
Unit Bravo,S02743,R01580,junior,6,2
Unit Echo,S02744,R00732,mid,11,11
Unit Echo,S02745,R02008,senior,8,7
Unit Delta,S02746,R03693,junior,5,3
Unit Delta,S02747,R04225,junior,4,2
Unit Alpha,S02748,R00975,mid,3,2
Unit Delta,S02749,R02301,mid,3,2
Unit Alpha,S02750,R02178,junior,12,5
Unit Echo,S02751,R00559,junior,5,3
Unit Alpha,S02752,R03813,mid,7,6
Unit Bravo,S02753,R03971,junior,5,2
Unit Bravo,S02754,R04264,junior,6,2
Unit Bravo,S02755,R04788,mid,9,6
Unit Bravo,S02756,R00126,mid,6,5
Unit Alpha,S02757,R04825,junior,10,5
Unit Alpha,S02758,R02030,senior,5,4
Unit Alpha,S02759,R01252,senior,7,7
Unit Delta,S02760,R01417,senior,8,8
Unit Alpha,S02761,R01645,senior,11,10
Unit Delta,S02762,R00572,mid,5,4
Unit Delta,S02763,R01451,junior,6,3
Unit Bravo,S02764,R01877,mid,5,5
Unit Delta,S02765,R00225,junior,9,4
Unit Bravo,S02766,R01013,junior,7,5
Unit Echo,S02767,R00562,senior,9,9
Unit Alpha,S02768,R00726,junior,8,2
Unit Delta,S02769,R02631,senior,4,4
Unit Alpha,S02770,R03697,mid,5,3
Unit Echo,S02771,R04596,senior,7,7
Unit Bravo,S02772,R01057,mid,4,4
Unit Alpha,S02773,R02485,mid,10,6
Unit Alpha,S02774,R02587,senior,8,6
Unit Alpha,S02775,R03733,mid,4,3
Unit Bravo,S02776,R03418,mid,6,2
Unit Echo,S02777,R02627,mid,6,4
Unit Delta,S02778,R02628,mid,2,2
Unit Alpha,S02779,R04005,junior,6,3
Unit Bravo,S02780,R01355,junior,5,3
Unit Bravo,S02781,R04919,junior,7,4
Unit Delta,S02782,R03083,junior,10,6
Unit Alpha,S02783,R02888,mid,4,4
Unit Delta,S02784,R02170,senior,5,4
Unit Delta,S02785,R00506,junior,8,2
Unit Alpha,S02786,R03668,mid,11,8
Unit Bravo,S02787,R03956,mid,2,1
Unit Alpha,S02788,R00880,junior,11,9
Unit Bravo,S02789,R04274,junior,6,3
Unit Bravo,S02790,R02445,junior,8,5
Unit Delta,S02791,R03595,junior,6,5
Unit Alpha,S02792,R03573,junior,7,3
Unit Bravo,S02793,R01567,mid,7,4
Unit Echo,S02794,R04253,junior,5,2
Unit Alpha,S02795,R01973,senior,5,4
Unit Alpha,S02796,R04808,junior,4,4
Unit Delta,S02797,R02143,junior,4,3
Unit Bravo,S02798,R04368,senior,5,4
Unit Echo,S02799,R00573,senior,5,5
Unit Bravo,S02800,R00569,senior,10,10
Unit Delta,S02801,R00766,junior,4,2
Unit Bravo,S02802,R00889,senior,6,6
Unit Echo,S02803,R02475,senior,11,10
Unit Bravo,S02804,R04950,senior,6,6
Unit Alpha,S02805,R04914,mid,3,1
Unit Alpha,S02806,R01370,junior,6,5
Unit Echo,S02807,R00855,junior,9,6
Unit Echo,S02808,R00855,senior,5,5
Unit Bravo,S02809,R01665,mid,2,0
Unit Alpha,S02810,R04532,junior,6,4
Unit Delta,S02811,R03854,mid,5,3
Unit Alpha,S02812,R01593,senior,2,2
Unit Echo,S02813,R04012,mid,8,4
Unit Bravo,S02814,R04240,senior,9,8
Unit Bravo,S02815,R00437,junior,8,5
Unit Alpha,S02816,R01539,junior,8,6
Unit Alpha,S02817,R04178,mid,5,2
Unit Alpha,S02818,R03555,junior,3,2
Unit Echo,S02819,R04565,senior,2,1
Unit Echo,S02820,R02005,junior,7,4
Unit Echo,S02821,R01694,mid,7,3
Unit Delta,S02822,R02125,senior,2,2
Unit Echo,S02823,R02976,mid,2,2
Unit Alpha,S02824,R00713,junior,3,0
Unit Echo,S02825,R03022,mid,7,6
Unit Alpha,S02826,R03412,mid,5,3
Unit Echo,S02827,R03013,junior,10,7
Unit Delta,S02828,R01981,mid,5,3
Unit Echo,S02829,R01847,senior,8,8
Unit Delta,S02830,R01027,junior,5,4
Unit Alpha,S02831,R02373,senior,7,7
Unit Echo,S02832,R00020,senior,3,2
Unit Echo,S02833,R02950,junior,5,1
Unit Alpha,S02834,R00929,junior,7,5
Unit Alpha,S02835,R02424,mid,6,5
Unit Echo,S02836,R04703,junior,4,1
Unit Bravo,S02837,R00504,junior,4,3
Unit Delta,S02838,R02084,junior,6,4
Unit Delta,S02839,R04449,mid,11,9
Unit Echo,S02840,R02830,mid,6,3
Unit Bravo,S02841,R01379,junior,3,2
Unit Delta,S02842,R02929,junior,8,6
Unit Alpha,S02843,R00167,senior,3,2
Unit Alpha,S02844,R03193,junior,4,1
Unit Delta,S02845,R00475,senior,5,5
Unit Bravo,S02846,R00210,senior,3,2
Unit Echo,S02847,R04520,mid,4,3
Unit Bravo,S02848,R03564,junior,6,3
Unit Alpha,S02849,R01112,junior,4,3
Unit Bravo,S02850,R02814,senior,6,5
Unit Alpha,S02851,R00660,junior,5,3
Unit Bravo,S02852,R04829,senior,10,10
Unit Echo,S02853,R01542,junior,6,4
Unit Echo,S02854,R01879,mid,5,5
Unit Alpha,S02855,R03757,senior,6,6
Unit Delta,S02856,R04879,mid,4,3
Unit Bravo,S02857,R04681,senior,5,5
Unit Bravo,S02858,R00164,junior,7,5
Unit Echo,S02859,R01849,mid,7,6
Unit Delta,S02860,R00656,senior,7,6
Unit Delta,S02861,R04852,junior,3,2
Unit Alpha,S02862,R01562,mid,6,4
Unit Delta,S02863,R03891,senior,6,6
Unit Alpha,S02864,R04546,mid,4,3
Unit Bravo,S02865,R03979,junior,10,7
Unit Delta,S02866,R03197,junior,9,5
Unit Echo,S02867,R00827,junior,8,4
Unit Alpha,S02868,R02837,mid,11,9
Unit Alpha,S02869,R00319,mid,9,7
Unit Bravo,S02870,R00624,senior,8,7
Unit Bravo,S02871,R04533,mid,9,8
Unit Bravo,S02872,R03921,mid,5,4
Unit Alpha,S02873,R04466,senior,12,11
Unit Alpha,S02874,R03429,junior,7,6
Unit Alpha,S02875,R01672,senior,6,3
Unit Delta,S02876,R02844,junior,6,3
Unit Bravo,S02877,R02294,junior,6,3
Unit Delta,S02878,R01281,mid,6,4
Unit Bravo,S02879,R01317,junior,6,5
Unit Delta,S02880,R02459,senior,6,5
Unit Bravo,S02881,R04952,mid,7,6
Unit Alpha,S02882,R00852,senior,5,4
Unit Alpha,S02883,R00617,mid,5,5
Unit Delta,S02884,R03396,mid,4,4
Unit Echo,S02885,R03017,junior,9,2
Unit Bravo,S02886,R03934,senior,8,8
Unit Echo,S02887,R02410,junior,6,1
Unit Bravo,S02888,R03460,mid,8,7
Unit Bravo,S02889,R03876,mid,9,5
Unit Echo,S02890,R03256,junior,4,3
Unit Alpha,S02891,R01555,mid,4,1
Unit Alpha,S02892,R02071,senior,7,7
Unit Alpha,S02893,R03914,junior,7,5
Unit Bravo,S02894,R00615,mid,8,6
Unit Bravo,S02895,R04111,senior,5,5
Unit Alpha,S02896,R01081,junior,6,5
Unit Bravo,S02897,R04119,mid,3,3
Unit Delta,S02898,R04865,mid,7,6
Unit Delta,S02899,R01486,senior,5,5
Unit Bravo,S02900,R03135,mid,3,3
Unit Bravo,S02901,R01221,mid,11,9
Unit Alpha,S02902,R02458,junior,6,4
Unit Echo,S02903,R01106,junior,7,4
Unit Alpha,S02904,R04088,mid,7,5
Unit Bravo,S02905,R00706,mid,2,2
Unit Alpha,S02906,R04162,junior,8,6
Unit Delta,S02907,R01644,mid,4,4
Unit Alpha,S02908,R04288,junior,8,5
Unit Bravo,S02909,R01143,senior,8,8
Unit Bravo,S02910,R04080,mid,6,6
Unit Echo,S02911,R01533,mid,8,4
Unit Bravo,S02912,R00470,mid,5,4
Unit Echo,S02913,R04885,junior,6,3
Unit Echo,S02914,R03782,senior,6,5
Unit Delta,S02915,R00519,mid,11,10
Unit Delta,S02916,R03171,senior,12,12
Unit Bravo,S02917,R00788,senior,9,8
Unit Delta,S02918,R02828,mid,2,2
Unit Echo,S02919,R04935,senior,3,3
Unit Echo,S02920,R00284,mid,7,6
Unit Echo,S02921,R03747,senior,2,2
Unit Bravo,S02922,R02227,senior,2,2
Unit Echo,S02923,R03624,mid,7,4
Unit Alpha,S02924,R00388,mid,6,4
Unit Alpha,S02925,R02093,junior,6,3
Unit Bravo,S02926,R00306,mid,10,8
Unit Bravo,S02927,R03212,mid,6,4
Unit Bravo,S02928,R03273,junior,2,2
Unit Bravo,S02929,R04891,mid,6,5
Unit Bravo,S02930,R01460,senior,4,4
Unit Bravo,S02931,R02828,junior,9,4
Unit Echo,S02932,R04700,junior,4,2
Unit Delta,S02933,R02972,mid,6,5
Unit Bravo,S02934,R00725,mid,6,5
Unit Alpha,S02935,R02842,senior,7,6
Unit Bravo,S02936,R02099,senior,4,3
Unit Echo,S02937,R02514,junior,8,4
Unit Echo,S02938,R01937,junior,7,6
Unit Alpha,S02939,R02013,junior,6,2
Unit Echo,S02940,R02257,mid,14,9
Unit Delta,S02941,R04387,mid,3,2
Unit Delta,S02942,R04325,junior,6,2
Unit Alpha,S02943,R02243,junior,3,0
Unit Alpha,S02944,R04619,senior,10,8
Unit Alpha,S02945,R03286,junior,5,0
Unit Echo,S02946,R01771,junior,5,2
Unit Bravo,S02947,R02598,junior,6,4
Unit Delta,S02948,R04252,junior,5,3
Unit Echo,S02949,R02936,senior,11,10
Unit Delta,S02950,R04612,mid,6,4
Unit Alpha,S02951,R03622,junior,7,5
Unit Alpha,S02952,R04695,junior,7,3
Unit Echo,S02953,R01590,junior,1,1
Unit Alpha,S02954,R04531,mid,6,4
Unit Bravo,S02955,R03418,senior,6,6
Unit Echo,S02956,R02115,mid,5,5
Unit Delta,S02957,R01884,mid,5,3
Unit Delta,S02958,R04928,mid,5,2
Unit Bravo,S02959,R01469,junior,4,3
Unit Delta,S02960,R03834,junior,4,2
Unit Echo,S02961,R01398,senior,7,7
Unit Alpha,S02962,R04232,mid,5,5
Unit Alpha,S02963,R02955,mid,8,6
Unit Alpha,S02964,R01153,mid,6,5
Unit Alpha,S02965,R04858,senior,5,5
Unit Bravo,S02966,R02879,mid,5,3
Unit Alpha,S02967,R02766,mid,6,6
Unit Alpha,S02968,R04926,junior,4,1
Unit Alpha,S02969,R01820,mid,6,4
Unit Echo,S02970,R00868,senior,6,5
Unit Echo,S02971,R04149,junior,5,4
Unit Bravo,S02972,R04239,junior,2,2
Unit Echo,S02973,R04478,senior,7,7
Unit Delta,S02974,R01253,junior,9,4
Unit Alpha,S02975,R02666,junior,7,5
Unit Echo,S02976,R03665,junior,6,5
Unit Delta,S02977,R02194,junior,8,5
Unit Alpha,S02978,R01245,mid,2,1
Unit Echo,S02979,R03053,senior,4,4
Unit Delta,S02980,R03972,junior,6,2
Unit Bravo,S02981,R03436,mid,6,4
Unit Echo,S02982,R01314,junior,3,2
Unit Echo,S02983,R03373,senior,6,6
Unit Bravo,S02984,R00276,mid,4,3
Unit Bravo,S02985,R03650,senior,4,4
Unit Bravo,S02986,R03009,mid,4,3
Unit Echo,S02987,R04868,mid,5,5
Unit Alpha,S02988,R01837,senior,5,5
Unit Alpha,S02989,R04495,junior,10,6
Unit Bravo,S02990,R04752,mid,7,6
Unit Echo,S02991,R04740,senior,4,4
Unit Echo,S02992,R03555,mid,4,3
Unit Echo,S02993,R01939,senior,5,5
Unit Delta,S02994,R00125,mid,7,4
Unit Delta,S02995,R02908,junior,7,4
Unit Alpha,S02996,R01987,mid,5,4
Unit Bravo,S02997,R00525,mid,7,6
Unit Bravo,S02998,R00239,mid,6,6
Unit Alpha,S02999,R02166,junior,7,3
Unit Alpha,S03000,R03545,junior,6,4
Unit Echo,S03001,R04526,junior,5,2
Unit Echo,S03002,R01661,mid,2,1
Unit Alpha,S03003,R02613,junior,6,4
Unit Alpha,S03004,R01353,mid,9,6
Unit Alpha,S03005,R00682,junior,3,2
Unit Bravo,S03006,R03918,junior,9,6
Unit Delta,S03007,R00930,mid,5,1
Unit Echo,S03008,R01174,mid,10,9
Unit Echo,S03009,R03050,junior,5,3
Unit Bravo,S03010,R01922,junior,11,7
Unit Delta,S03011,R00112,junior,5,4
Unit Delta,S03012,R01677,senior,5,4
Unit Echo,S03013,R03984,junior,5,2
Unit Bravo,S03014,R04669,senior,5,5
Unit Alpha,S03015,R02893,mid,2,0
Unit Bravo,S03016,R01062,senior,7,6
Unit Delta,S03017,R03772,senior,3,3
Unit Alpha,S03018,R01034,mid,4,3
Unit Delta,S03019,R01169,junior,3,1
Unit Alpha,S03020,R02152,mid,10,6
Unit Echo,S03021,R00729,mid,5,5
Unit Bravo,S03022,R04158,junior,5,2
Unit Delta,S03023,R02824,junior,8,2
Unit Alpha,S03024,R01970,mid,9,7
Unit Alpha,S03025,R02500,mid,4,3
Unit Alpha,S03026,R03039,mid,6,5
Unit Delta,S03027,R00704,mid,7,6
Unit Alpha,S03028,R03828,junior,6,3
Unit Echo,S03029,R01916,junior,6,5
Unit Bravo,S03030,R00854,junior,4,4
Unit Delta,S03031,R00165,senior,8,6
Unit Echo,S03032,R01761,senior,5,5
Unit Alpha,S03033,R04667,senior,6,6
Unit Echo,S03034,R03934,senior,7,7
Unit Alpha,S03035,R04821,junior,9,5
Unit Bravo,S03036,R02664,senior,3,3
Unit Delta,S03037,R01107,senior,9,9
Unit Alpha,S03038,R04734,mid,5,2
Unit Bravo,S03039,R00416,junior,4,4
Unit Alpha,S03040,R01343,mid,9,7
Unit Delta,S03041,R04817,mid,6,2
Unit Bravo,S03042,R01496,junior,6,2
Unit Delta,S03043,R02081,junior,7,3
Unit Alpha,S03044,R01016,mid,4,4
Unit Delta,S03045,R03638,mid,7,2
Unit Alpha,S03046,R03508,mid,4,3
Unit Bravo,S03047,R03600,senior,7,6
Unit Bravo,S03048,R01404,senior,6,4
Unit Bravo,S03049,R01392,senior,8,8
Unit Echo,S03050,R04082,junior,6,4
Unit Delta,S03051,R01784,mid,6,5
Unit Delta,S03052,R00167,junior,2,2
Unit Echo,S03053,R02352,mid,5,5
Unit Bravo,S03054,R04403,mid,7,5
Unit Bravo,S03055,R00854,mid,7,6
Unit Alpha,S03056,R02653,junior,7,5
Unit Bravo,S03057,R04682,junior,10,4
Unit Bravo,S03058,R03290,mid,7,5
Unit Delta,S03059,R02171,mid,5,2
Unit Echo,S03060,R04888,junior,6,5
Unit Delta,S03061,R02979,mid,4,4
Unit Bravo,S03062,R00900,junior,7,5
Unit Delta,S03063,R04713,junior,5,2
Unit Delta,S03064,R02140,mid,4,4
Unit Alpha,S03065,R03002,junior,8,6
Unit Alpha,S03066,R00197,junior,7,6
Unit Alpha,S03067,R01491,junior,7,4
Unit Alpha,S03068,R03477,mid,5,4
Unit Delta,S03069,R02373,junior,9,4
Unit Delta,S03070,R03332,mid,6,5
Unit Delta,S03071,R01434,mid,7,5
Unit Bravo,S03072,R04182,junior,8,6
Unit Delta,S03073,R00289,senior,6,5
Unit Echo,S03074,R00794,junior,10,4
Unit Delta,S03075,R03892,junior,2,1
Unit Alpha,S03076,R01743,junior,3,3
Unit Alpha,S03077,R02398,mid,4,3
Unit Delta,S03078,R04843,junior,5,3
Unit Bravo,S03079,R04157,senior,6,6
Unit Bravo,S03080,R04103,junior,2,2
Unit Alpha,S03081,R03458,junior,3,1
Unit Bravo,S03082,R01887,mid,5,5
Unit Bravo,S03083,R01603,senior,5,4
Unit Delta,S03084,R03703,mid,1,1
Unit Echo,S03085,R01512,mid,4,3
Unit Alpha,S03086,R00628,junior,6,1
Unit Bravo,S03087,R01051,mid,2,2
Unit Bravo,S03088,R04140,junior,6,1
Unit Alpha,S03089,R04817,mid,4,3
Unit Delta,S03090,R01128,junior,5,3
Unit Delta,S03091,R02569,mid,10,5
Unit Delta,S03092,R01471,mid,6,5
Unit Echo,S03093,R04338,mid,6,5
Unit Alpha,S03094,R04126,mid,6,6
Unit Echo,S03095,R03317,junior,3,2
Unit Alpha,S03096,R02250,mid,4,3
Unit Delta,S03097,R04318,senior,5,5
Unit Bravo,S03098,R01258,junior,2,2
Unit Echo,S03099,R03534,junior,2,1
Unit Echo,S03100,R02973,senior,2,2
Unit Bravo,S03101,R04988,junior,7,3
Unit Echo,S03102,R01180,junior,4,3
Unit Echo,S03103,R04546,junior,4,3
Unit Bravo,S03104,R01269,mid,6,6
Unit Alpha,S03105,R02310,senior,5,5
Unit Bravo,S03106,R04303,junior,6,3
Unit Bravo,S03107,R04528,junior,8,7
Unit Alpha,S03108,R01270,junior,6,3
Unit Delta,S03109,R04967,junior,6,3
Unit Delta,S03110,R00978,junior,12,7
Unit Bravo,S03111,R00517,junior,7,6
Unit Alpha,S03112,R00360,mid,4,2
Unit Echo,S03113,R00552,junior,7,6
Unit Alpha,S03114,R00997,junior,4,1
Unit Delta,S03115,R03678,senior,5,5
Unit Echo,S03116,R03907,senior,9,8
Unit Bravo,S03117,R04559,mid,6,4
Unit Echo,S03118,R03445,junior,5,3
Unit Alpha,S03119,R01826,senior,6,6
Unit Delta,S03120,R00030,junior,7,5
Unit Echo,S03121,R04133,junior,7,4
Unit Echo,S03122,R00545,junior,7,4
Unit Bravo,S03123,R03838,mid,11,8
Unit Alpha,S03124,R00698,senior,5,3
Unit Delta,S03125,R03538,mid,3,3
Unit Alpha,S03126,R03023,junior,10,5
Unit Alpha,S03127,R04983,junior,5,5
Unit Alpha,S03128,R01699,junior,7,4
Unit Alpha,S03129,R02255,junior,6,4
Unit Echo,S03130,R01937,junior,7,3
Unit Delta,S03131,R01827,mid,7,3
Unit Alpha,S03132,R01203,mid,4,3
Unit Alpha,S03133,R00015,senior,8,6
Unit Echo,S03134,R01240,junior,3,2
Unit Alpha,S03135,R01238,mid,4,4
Unit Echo,S03136,R03073,mid,7,6
Unit Echo,S03137,R03227,senior,11,10
Unit Bravo,S03138,R03503,mid,6,4
Unit Delta,S03139,R04428,junior,6,4
Unit Alpha,S03140,R01407,mid,3,1
Unit Echo,S03141,R03247,junior,6,5
Unit Delta,S03142,R02849,senior,5,5
Unit Echo,S03143,R04180,senior,5,5
Unit Echo,S03144,R01660,junior,3,0
Unit Bravo,S03145,R04261,junior,8,3
Unit Bravo,S03146,R00045,mid,6,4
Unit Echo,S03147,R03641,mid,7,3
Unit Alpha,S03148,R04424,junior,4,3
Unit Alpha,S03149,R03930,mid,2,2
Unit Echo,S03150,R02372,junior,10,5
Unit Echo,S03151,R01153,junior,6,3
Unit Alpha,S03152,R02345,mid,7,5
Unit Bravo,S03153,R04386,mid,5,3
Unit Bravo,S03154,R01516,mid,9,7
Unit Bravo,S03155,R01442,junior,4,2
Unit Alpha,S03156,R01222,senior,3,3
Unit Echo,S03157,R02866,senior,6,5
Unit Delta,S03158,R00142,junior,2,0
Unit Delta,S03159,R01220,mid,7,7
Unit Bravo,S03160,R00922,senior,5,5
Unit Alpha,S03161,R00596,mid,6,6
Unit Alpha,S03162,R04999,junior,5,3
Unit Bravo,S03163,R00041,junior,6,3
Unit Alpha,S03164,R03476,mid,6,5
Unit Delta,S03165,R00039,junior,8,4
Unit Bravo,S03166,R00267,junior,4,3
Unit Delta,S03167,R04401,mid,6,5
Unit Echo,S03168,R04527,junior,3,1
Unit Echo,S03169,R00742,junior,9,8
Unit Echo,S03170,R03220,senior,3,2
Unit Echo,S03171,R02017,mid,11,10
Unit Alpha,S03172,R03512,junior,3,1
Unit Echo,S03173,R02210,mid,3,3
Unit Bravo,S03174,R00148,mid,7,3
Unit Echo,S03175,R04478,junior,6,4
Unit Echo,S03176,R04453,senior,3,2
Unit Delta,S03177,R04591,junior,5,5
Unit Delta,S03178,R01832,junior,6,4
Unit Bravo,S03179,R03634,junior,3,2
Unit Alpha,S03180,R02596,junior,7,6
Unit Delta,S03181,R03502,senior,8,8
Unit Delta,S03182,R01245,junior,7,3
Unit Bravo,S03183,R01663,junior,2,1
Unit Alpha,S03184,R04129,junior,5,2
Unit Alpha,S03185,R04137,mid,3,2
Unit Bravo,S03186,R03036,junior,7,5
Unit Alpha,S03187,R02257,mid,7,5
Unit Alpha,S03188,R01209,senior,4,4
Unit Echo,S03189,R02623,junior,5,2
Unit Echo,S03190,R04820,mid,6,5
Unit Echo,S03191,R04004,senior,5,4
Unit Delta,S03192,R02032,senior,6,6
Unit Bravo,S03193,R00623,mid,4,3
Unit Bravo,S03194,R04721,senior,6,5
Unit Echo,S03195,R00225,mid,8,7
Unit Delta,S03196,R04258,mid,3,2
Unit Echo,S03197,R03165,junior,9,6
Unit Delta,S03198,R03629,junior,4,4
Unit Alpha,S03199,R00034,junior,8,8
Unit Echo,S03200,R03769,mid,8,7
Unit Echo,S03201,R00374,mid,7,7
Unit Bravo,S03202,R00196,senior,4,4
Unit Delta,S03203,R03724,mid,6,5
Unit Delta,S03204,R00688,mid,5,4
Unit Alpha,S03205,R02652,junior,5,4
Unit Bravo,S03206,R04862,mid,7,6
Unit Bravo,S03207,R04155,mid,8,6
Unit Delta,S03208,R00184,mid,3,3
Unit Delta,S03209,R03778,mid,5,4
Unit Bravo,S03210,R01653,mid,11,9
Unit Alpha,S03211,R04040,senior,11,11
Unit Echo,S03212,R02020,junior,11,6
Unit Bravo,S03213,R01940,junior,4,1
Unit Alpha,S03214,R04662,mid,5,3
Unit Echo,S03215,R03253,junior,5,3
Unit Alpha,S03216,R01856,mid,5,4
Unit Alpha,S03217,R04801,senior,8,7
Unit Delta,S03218,R00337,mid,6,5
Unit Delta,S03219,R04836,mid,6,5
Unit Bravo,S03220,R01898,mid,6,5
Unit Delta,S03221,R04074,mid,6,3
Unit Alpha,S03222,R04661,senior,4,4
Unit Delta,S03223,R00269,senior,7,6
Unit Bravo,S03224,R04747,senior,6,6
Unit Bravo,S03225,R01892,senior,9,9
Unit Alpha,S03226,R03244,junior,5,4
Unit Bravo,S03227,R04735,junior,4,3
Unit Echo,S03228,R00571,junior,7,3
Unit Echo,S03229,R04651,mid,9,8
Unit Delta,S03230,R00397,mid,6,4
Unit Delta,S03231,R04805,mid,2,1
Unit Alpha,S03232,R02252,senior,6,6
Unit Echo,S03233,R04217,junior,7,4
Unit Bravo,S03234,R01536,mid,6,4
Unit Bravo,S03235,R02546,junior,5,4
Unit Alpha,S03236,R02217,junior,4,1
Unit Bravo,S03237,R01563,mid,4,2
Unit Bravo,S03238,R01756,junior,2,2
Unit Echo,S03239,R01146,mid,4,4
Unit Delta,S03240,R02993,mid,7,5
Unit Delta,S03241,R01092,mid,7,6
Unit Delta,S03242,R03598,junior,6,4
Unit Delta,S03243,R01640,junior,8,4
Unit Echo,S03244,R00660,senior,4,4
Unit Echo,S03245,R01416,senior,9,7
Unit Alpha,S03246,R01855,mid,9,8
Unit Bravo,S03247,R04636,junior,5,3
Unit Alpha,S03248,R00258,mid,9,7
Unit Alpha,S03249,R02199,junior,5,3
Unit Delta,S03250,R01665,junior,10,8
Unit Delta,S03251,R01215,junior,4,3
Unit Echo,S03252,R00362,senior,6,6
Unit Delta,S03253,R00612,junior,8,4
Unit Echo,S03254,R01176,senior,5,5
Unit Echo,S03255,R03788,senior,4,4
Unit Alpha,S03256,R03845,mid,7,4
Unit Echo,S03257,R00549,junior,3,1
Unit Alpha,S03258,R01163,mid,5,4
Unit Echo,S03259,R04435,junior,4,3
Unit Bravo,S03260,R01537,mid,3,3
Unit Echo,S03261,R02057,junior,7,6
Unit Echo,S03262,R01873,senior,5,5
Unit Alpha,S03263,R04775,junior,2,2
Unit Delta,S03264,R03864,mid,9,6
Unit Echo,S03265,R02652,junior,6,2
Unit Bravo,S03266,R00034,junior,7,4
Unit Alpha,S03267,R01861,junior,5,2
Unit Bravo,S03268,R02691,junior,4,2
Unit Echo,S03269,R02808,mid,5,4
Unit Delta,S03270,R01572,mid,6,5
Unit Bravo,S03271,R01711,junior,12,9
Unit Delta,S03272,R00222,junior,8,3
Unit Bravo,S03273,R02719,junior,6,6
Unit Delta,S03274,R03852,senior,5,5
Unit Alpha,S03275,R02418,junior,7,3
Unit Delta,S03276,R04951,senior,4,4
Unit Delta,S03277,R04608,mid,6,5
Unit Bravo,S03278,R02415,mid,6,6
Unit Alpha,S03279,R00206,junior,8,5
Unit Bravo,S03280,R03116,junior,4,2
Unit Alpha,S03281,R04004,senior,6,5
Unit Bravo,S03282,R04271,senior,7,7
Unit Echo,S03283,R01482,mid,6,5
Unit Delta,S03284,R04876,mid,8,8
Unit Echo,S03285,R01218,mid,8,6
Unit Alpha,S03286,R04702,junior,5,3
Unit Bravo,S03287,R03680,junior,6,5
Unit Delta,S03288,R02381,junior,8,8
Unit Delta,S03289,R03035,junior,4,2
Unit Echo,S03290,R04179,mid,8,6
Unit Echo,S03291,R04025,mid,6,2
Unit Alpha,S03292,R01843,mid,5,3
Unit Echo,S03293,R04172,junior,4,3
Unit Alpha,S03294,R00870,mid,4,2
Unit Delta,S03295,R03119,junior,10,7
Unit Bravo,S03296,R03199,mid,7,6
Unit Echo,S03297,R01426,junior,2,1
Unit Alpha,S03298,R00585,mid,7,5
Unit Delta,S03299,R01634,junior,6,3
Unit Echo,S03300,R03225,mid,8,5
Unit Alpha,S03301,R01792,mid,6,5
Unit Bravo,S03302,R01389,mid,14,12
Unit Delta,S03303,R04351,mid,7,4
Unit Alpha,S03304,R03241,junior,4,3
Unit Alpha,S03305,R00034,junior,3,0
Unit Delta,S03306,R02676,junior,3,2
Unit Echo,S03307,R01989,senior,5,5
Unit Bravo,S03308,R00672,junior,6,4
Unit Alpha,S03309,R01474,junior,3,1
Unit Delta,S03310,R01220,mid,11,9
Unit Alpha,S03311,R04953,junior,2,0
Unit Bravo,S03312,R04402,mid,5,3
Unit Delta,S03313,R02204,mid,4,2
Unit Delta,S03314,R04603,junior,8,5
Unit Echo,S03315,R03472,mid,7,5
Unit Bravo,S03316,R02342,junior,5,4
Unit Echo,S03317,R00005,junior,8,5
Unit Alpha,S03318,R04158,mid,6,4
Unit Bravo,S03319,R04713,junior,8,2
Unit Delta,S03320,R00311,senior,3,3
Unit Delta,S03321,R03362,mid,5,3
Unit Alpha,S03322,R02735,senior,4,3
