training_center,course_id,participant_id,difficulty_level,score
Mountain Base,C067,P01837,easy,82.0
Desert Camp,C032,P00298,medium,83.6
North Ridge,C013,P01755,easy,75.8
North Ridge,C009,P02830,medium,62.2
North Ridge,C014,P03180,easy,86.2
North Ridge,C014,P00092,easy,88.9
Forest Edge,C056,P01775,medium,52.5
Forest Edge,C039,P05232,medium,81.4
North Ridge,C007,P03405,easy,72.2
North Ridge,C006,P00700,medium,47.2
Desert Camp,C028,P02914,easy,75.9
Mountain Base,C062,P00165,hard,78.4
North Ridge,C015,P04902,hard,52.1
Forest Edge,C045,P01658,hard,51.4
North Ridge,C011,P05373,hard,68.1
North Ridge,C011,P05890,hard,46.9
Forest Edge,C041,P02996,medium,67.1
North Ridge,C011,P04128,hard,63.7
Mountain Base,C060,P00594,medium,60.1
North Ridge,C001,P02725,medium,80.3
Forest Edge,C044,P02588,medium,68.0
North Ridge,C011,P03149,hard,77.4
North Ridge,C005,P05155,medium,62.1
Mountain Base,C060,P05670,medium,71.7
Forest Edge,C036,P05401,medium,78.6
Forest Edge,C036,P00080,medium,87.4
Mountain Base,C066,P04179,hard,62.5
North Ridge,C017,P05314,medium,76.7
Desert Camp,C028,P03657,easy,69.7
Forest Edge,C036,P03540,medium,91.1
North Ridge,C009,P02339,medium,56.9
Forest Edge,C051,P03853,medium,62.2
Mountain Base,C066,P00586,hard,54.4
Mountain Base,C068,P00630,medium,74.2
Mountain Base,C072,P04744,easy,71.5
Mountain Base,C063,P02311,hard,53.7
Forest Edge,C052,P00833,medium,71.1
Mountain Base,C075,P03984,medium,64.3
North Ridge,C008,P01970,easy,75.7
Mountain Base,C069,P04161,medium,74.6
Mountain Base,C068,P05678,medium,61.4
Desert Camp,C021,P02406,easy,95.3
North Ridge,C002,P01388,medium,68.1
Mountain Base,C075,P03411,medium,69.6
Mountain Base,C057,P03827,medium,57.4
Desert Camp,C021,P00738,easy,93.2
Mountain Base,C062,P02807,hard,67.7
Mountain Base,C069,P03096,medium,75.5
Forest Edge,C055,P04599,medium,59.1
North Ridge,C010,P03710,medium,58.5
Mountain Base,C063,P04022,hard,58.7
North Ridge,C006,P04441,medium,95.2
Forest Edge,C041,P01365,medium,56.2
Mountain Base,C062,P02523,hard,63.2
Mountain Base,C070,P05038,medium,79.6
Forest Edge,C049,P01301,medium,64.2
North Ridge,C010,P04827,medium,58.9
Desert Camp,C028,P00583,easy,84.5
Desert Camp,C027,P01364,easy,67.1
Forest Edge,C042,P03903,medium,65.5
Forest Edge,C053,P02557,easy,76.6
Forest Edge,C056,P02806,medium,73.0
North Ridge,C018,P03511,hard,60.0
Mountain Base,C064,P00241,hard,57.7
North Ridge,C009,P01954,medium,45.4
Desert Camp,C032,P03170,medium,80.6
North Ridge,C003,P05405,medium,63.8
Mountain Base,C072,P02869,easy,97.8
Forest Edge,C045,P01035,hard,61.1
Mountain Base,C070,P03452,medium,74.2
Forest Edge,C037,P00288,easy,76.4
North Ridge,C012,P05899,medium,87.7
North Ridge,C008,P05969,easy,74.4
Desert Camp,C025,P04740,medium,59.6
Mountain Base,C065,P02784,medium,77.3
Mountain Base,C059,P04361,medium,91.3
North Ridge,C018,P03538,hard,67.1
Forest Edge,C051,P01916,medium,43.0
North Ridge,C010,P00598,medium,59.0
Forest Edge,C039,P05650,medium,76.2
Forest Edge,C043,P03846,medium,57.3
Forest Edge,C056,P00561,medium,71.2
Mountain Base,C068,P05335,medium,66.9
Forest Edge,C049,P00787,medium,46.4
North Ridge,C013,P05729,easy,66.5
Desert Camp,C033,P01856,easy,80.8
North Ridge,C005,P01589,medium,64.4
Desert Camp,C029,P02425,medium,84.3
North Ridge,C016,P04115,easy,78.9
Mountain Base,C063,P05119,hard,65.1
Desert Camp,C022,P04958,medium,52.8
Mountain Base,C074,P04159,medium,76.6
North Ridge,C011,P03854,hard,43.9
Forest Edge,C038,P03854,medium,75.1
North Ridge,C010,P02962,medium,75.8
North Ridge,C013,P04258,easy,75.2
Mountain Base,C067,P01391,easy,69.3
Forest Edge,C036,P03791,medium,73.5
North Ridge,C010,P04048,medium,73.3
North Ridge,C005,P00506,medium,68.9
Forest Edge,C043,P03720,medium,72.9
Mountain Base,C067,P04130,easy,81.2
North Ridge,C016,P03916,easy,92.1
Mountain Base,C059,P03732,medium,62.8
Forest Edge,C055,P04244,medium,77.6
Forest Edge,C041,P02813,medium,78.8
Desert Camp,C030,P05548,medium,68.0
Forest Edge,C056,P00142,medium,89.9
Desert Camp,C028,P02648,easy,71.2
Mountain Base,C057,P04392,medium,66.0
Desert Camp,C027,P02026,easy,74.8
North Ridge,C003,P03819,medium,60.5
Mountain Base,C073,P00663,medium,86.8
Desert Camp,C021,P03934,easy,75.5
Forest Edge,C043,P05642,medium,68.2
Forest Edge,C050,P05184,medium,85.4
North Ridge,C002,P03253,medium,78.0
Forest Edge,C041,P03272,medium,69.2
Mountain Base,C071,P03118,medium,66.7
Mountain Base,C059,P02114,medium,58.0
Desert Camp,C032,P02781,medium,69.5
Desert Camp,C023,P01819,hard,63.8
North Ridge,C003,P03889,medium,80.5
North Ridge,C003,P02391,medium,70.9
Forest Edge,C035,P05619,medium,59.8
Desert Camp,C032,P04132,medium,68.0
Desert Camp,C020,P02199,hard,73.3
Desert Camp,C021,P02960,easy,82.2
Forest Edge,C044,P01735,medium,79.6
North Ridge,C012,P00694,medium,64.7
North Ridge,C017,P04273,medium,76.8
Mountain Base,C057,P01065,medium,85.9
Desert Camp,C032,P05438,medium,59.8
Mountain Base,C058,P05426,easy,88.0
Desert Camp,C028,P04301,easy,82.5
Forest Edge,C036,P03642,medium,72.6
Forest Edge,C052,P02958,medium,68.7
North Ridge,C002,P00863,medium,75.5
Mountain Base,C070,P01203,medium,88.7
Mountain Base,C065,P03556,medium,79.8
Mountain Base,C067,P04010,easy,81.4
North Ridge,C016,P00020,easy,65.7
Mountain Base,C058,P01486,easy,73.2
Mountain Base,C064,P02731,hard,84.6
Mountain Base,C063,P02578,hard,64.5
Mountain Base,C058,P01206,easy,74.5
North Ridge,C003,P00491,medium,67.8
Mountain Base,C065,P02215,medium,76.4
Mountain Base,C061,P02861,easy,94.7
Forest Edge,C043,P00126,medium,69.3
Forest Edge,C046,P05839,easy,73.7
Forest Edge,C049,P00167,medium,69.3
Forest Edge,C040,P01626,medium,86.3
Forest Edge,C040,P04445,medium,74.7
North Ridge,C014,P02771,easy,68.3
Desert Camp,C029,P02225,medium,85.6
Mountain Base,C066,P02897,hard,63.9
Forest Edge,C045,P02373,hard,68.5
Mountain Base,C069,P03658,medium,75.5
Desert Camp,C031,P00702,hard,58.6
Mountain Base,C067,P00316,easy,98.8
Mountain Base,C065,P03515,medium,69.7
North Ridge,C019,P01782,easy,86.1
Desert Camp,C033,P01320,easy,74.4
Desert Camp,C025,P05375,medium,70.4
Desert Camp,C030,P00873,medium,66.4
Mountain Base,C065,P03686,medium,62.5
Forest Edge,C047,P03641,medium,70.1
Forest Edge,C054,P00228,easy,89.6
Forest Edge,C052,P03905,medium,73.6
Mountain Base,C061,P00868,easy,91.2
North Ridge,C003,P01325,medium,66.4
Mountain Base,C067,P03887,easy,64.5
Desert Camp,C030,P01460,medium,74.7
Mountain Base,C066,P00436,hard,46.3
Mountain Base,C059,P02267,medium,69.7
Forest Edge,C045,P05412,hard,52.3
Mountain Base,C064,P02549,hard,56.7
Desert Camp,C027,P05381,easy,82.4
Desert Camp,C030,P02643,medium,63.6
Forest Edge,C035,P00271,medium,69.6
North Ridge,C019,P01126,easy,80.0
Forest Edge,C052,P02455,medium,61.1
Forest Edge,C048,P00260,medium,56.1
Mountain Base,C069,P05740,medium,67.6
Mountain Base,C058,P01462,easy,87.2
Desert Camp,C030,P04250,medium,67.5
North Ridge,C007,P00692,easy,78.0
North Ridge,C009,P00186,medium,73.0
Desert Camp,C028,P01492,easy,74.9
North Ridge,C018,P01399,hard,41.4
Mountain Base,C075,P05948,medium,87.1
Forest Edge,C051,P03773,medium,77.3
Desert Camp,C027,P03926,easy,78.2
Desert Camp,C034,P05067,medium,81.8
Mountain Base,C058,P04011,easy,82.8
North Ridge,C003,P01550,medium,57.0
Forest Edge,C048,P04665,medium,73.1
Forest Edge,C038,P02345,medium,81.1
Forest Edge,C054,P03235,easy,71.2
North Ridge,C008,P02819,easy,86.3
Mountain Base,C069,P00707,medium,52.4
Desert Camp,C033,P01775,easy,98.3
Forest Edge,C043,P05890,medium,49.2
North Ridge,C010,P04731,medium,68.6
Desert Camp,C024,P02427,medium,84.7
Mountain Base,C060,P02581,medium,67.7
Forest Edge,C045,P05867,hard,59.1
Forest Edge,C050,P00753,medium,68.2
Mountain Base,C063,P03703,hard,73.0
Desert Camp,C025,P04295,medium,66.9
Desert Camp,C033,P02054,easy,93.0
North Ridge,C017,P02916,medium,56.6
Mountain Base,C057,P01593,medium,59.2
North Ridge,C016,P01390,easy,86.7
Forest Edge,C038,P00696,medium,68.7
North Ridge,C004,P05836,hard,52.0
Mountain Base,C067,P05813,easy,83.1
Mountain Base,C075,P00140,medium,88.7
Forest Edge,C050,P04284,medium,82.9
Mountain Base,C072,P01235,easy,80.0
Forest Edge,C047,P02329,medium,68.6
Forest Edge,C044,P03233,medium,79.5
Desert Camp,C022,P04911,medium,70.6
Desert Camp,C020,P02802,hard,66.7
North Ridge,C017,P04290,medium,79.6
Forest Edge,C042,P02777,medium,83.9
Mountain Base,C069,P01401,medium,54.2
Desert Camp,C029,P02120,medium,74.2
North Ridge,C006,P03119,medium,71.5
Forest Edge,C041,P01516,medium,65.0
Mountain Base,C070,P05688,medium,61.1
Desert Camp,C028,P04614,easy,91.4
Mountain Base,C061,P03800,easy,81.8
North Ridge,C001,P05961,medium,59.7
Desert Camp,C020,P03841,hard,54.5
North Ridge,C019,P05483,easy,67.9
Mountain Base,C057,P04183,medium,69.8
Desert Camp,C023,P01737,hard,54.8
Forest Edge,C054,P05226,easy,67.8
Desert Camp,C021,P01027,easy,67.7
Mountain Base,C069,P00694,medium,64.0
North Ridge,C001,P01149,medium,62.4
Mountain Base,C075,P03743,medium,74.4
Mountain Base,C069,P03604,medium,71.1
Desert Camp,C022,P05435,medium,78.7
Forest Edge,C055,P05192,medium,74.8
Desert Camp,C025,P02114,medium,59.5
North Ridge,C006,P00480,medium,82.5
Mountain Base,C059,P02466,medium,54.6
Forest Edge,C049,P04400,medium,77.4
Mountain Base,C065,P01583,medium,65.2
Forest Edge,C035,P04801,medium,79.3
Desert Camp,C030,P01322,medium,82.6
North Ridge,C012,P02194,medium,66.5
Mountain Base,C061,P04689,easy,97.6
Forest Edge,C037,P00934,easy,72.1
Forest Edge,C041,P02475,medium,77.8
Mountain Base,C063,P02398,hard,59.4
Mountain Base,C073,P00422,medium,68.4
Forest Edge,C048,P05241,medium,61.4
Desert Camp,C030,P05078,medium,67.3
Forest Edge,C051,P01224,medium,61.2
Mountain Base,C059,P04353,medium,55.9
Forest Edge,C040,P03040,medium,70.0
North Ridge,C002,P01972,medium,75.4
Forest Edge,C048,P04240,medium,62.7
North Ridge,C011,P02088,hard,39.9
Forest Edge,C038,P03058,medium,96.0
Desert Camp,C034,P05482,medium,78.5
Desert Camp,C032,P01508,medium,23.5
North Ridge,C011,P04788,hard,51.5
North Ridge,C013,P00476,easy,93.6
North Ridge,C005,P00253,medium,74.6
Forest Edge,C056,P00389,medium,80.3
North Ridge,C017,P00095,medium,71.2
Forest Edge,C056,P02518,medium,71.9
North Ridge,C017,P02019,medium,53.2
North Ridge,C012,P05210,medium,64.6
Forest Edge,C049,P04322,medium,67.4
Forest Edge,C055,P05842,medium,76.8
North Ridge,C009,P03973,medium,57.6
Mountain Base,C065,P02844,medium,92.2
Desert Camp,C032,P01251,medium,63.4
Desert Camp,C028,P01221,easy,84.6
Forest Edge,C038,P02131,medium,80.4
North Ridge,C006,P02286,medium,67.9
North Ridge,C013,P01602,easy,63.6
Desert Camp,C026,P03379,medium,69.1
North Ridge,C007,P01225,easy,65.7
Forest Edge,C055,P02360,medium,75.0
North Ridge,C006,P00159,medium,63.5
Forest Edge,C042,P00244,medium,60.2
Forest Edge,C047,P02327,medium,71.4
Forest Edge,C042,P04110,medium,65.1
Forest Edge,C046,P04690,easy,78.7
North Ridge,C002,P03236,medium,89.2
Forest Edge,C039,P05312,medium,57.3
North Ridge,C010,P05046,medium,51.6
Mountain Base,C064,P03367,hard,49.1
Forest Edge,C052,P05512,medium,67.3
North Ridge,C014,P05305,easy,66.5
Mountain Base,C070,P02607,medium,67.1
Forest Edge,C047,P02118,medium,64.3
Forest Edge,C041,P05698,medium,66.4
Mountain Base,C073,P05335,medium,70.8
North Ridge,C007,P02725,easy,84.0
Forest Edge,C035,P01000,medium,85.0
Desert Camp,C030,P02547,medium,79.8
North Ridge,C005,P05397,medium,71.1
Forest Edge,C037,P05579,easy,90.4
Desert Camp,C034,P01503,medium,77.2
Mountain Base,C059,P02437,medium,66.0
Forest Edge,C038,P02412,medium,83.0
Forest Edge,C042,P04082,medium,69.6
Forest Edge,C036,P03735,medium,64.9
Mountain Base,C064,P02999,hard,58.9
North Ridge,C010,P02118,medium,84.4
North Ridge,C018,P03044,hard,65.0
North Ridge,C005,P00432,medium,78.9
Forest Edge,C056,P04551,medium,69.8
Mountain Base,C068,P02166,medium,67.5
Desert Camp,C025,P00421,medium,55.6
Forest Edge,C048,P01560,medium,73.9
Desert Camp,C025,P02902,medium,64.3
Desert Camp,C021,P01154,easy,78.3
North Ridge,C011,P00676,hard,60.0
Forest Edge,C053,P03693,easy,78.1
North Ridge,C017,P03447,medium,80.5
North Ridge,C005,P05828,medium,59.2
Desert Camp,C029,P02949,medium,74.7
North Ridge,C005,P01235,medium,60.6
North Ridge,C001,P04948,medium,64.8
Forest Edge,C038,P04666,medium,60.2
Desert Camp,C026,P00061,medium,69.2
Forest Edge,C044,P00616,medium,82.1
Mountain Base,C062,P00211,hard,65.1
North Ridge,C001,P00049,medium,75.7
Mountain Base,C057,P02788,medium,73.2
Forest Edge,C042,P04770,medium,60.2
Forest Edge,C043,P05161,medium,66.3
Desert Camp,C033,P05485,easy,94.1
North Ridge,C014,P02532,easy,99.3
North Ridge,C015,P04818,hard,64.2
Mountain Base,C070,P03698,medium,71.9
Desert Camp,C022,P05485,medium,62.1
Forest Edge,C042,P00795,medium,56.8
Forest Edge,C041,P03885,medium,67.4
Forest Edge,C035,P04884,medium,76.5
North Ridge,C009,P05171,medium,78.4
North Ridge,C012,P04952,medium,55.0
Forest Edge,C045,P05995,hard,71.4
Desert Camp,C030,P03993,medium,73.5
Mountain Base,C072,P05490,easy,77.1
Mountain Base,C058,P02331,easy,84.0
North Ridge,C014,P04248,easy,69.6
Mountain Base,C074,P00102,medium,62.7
Forest Edge,C049,P05627,medium,67.7
North Ridge,C006,P03906,medium,67.8
Forest Edge,C045,P00502,hard,45.5
Mountain Base,C064,P04058,hard,61.8
North Ridge,C005,P01323,medium,83.1
Mountain Base,C071,P00968,medium,71.9
Mountain Base,C066,P05259,hard,64.0
Desert Camp,C028,P02244,easy,86.9
Desert Camp,C031,P04249,hard,53.2
Forest Edge,C050,P03634,medium,73.9
North Ridge,C003,P02907,medium,71.0
Mountain Base,C060,P05171,medium,68.1
North Ridge,C006,P00051,medium,69.4
Mountain Base,C065,P03160,medium,59.5
Mountain Base,C073,P03180,medium,62.5
North Ridge,C018,P05658,hard,61.6
Forest Edge,C045,P00697,hard,67.5
Mountain Base,C059,P04465,medium,82.8
Desert Camp,C033,P00124,easy,81.1
Desert Camp,C027,P01662,easy,82.5
Mountain Base,C064,P02362,hard,62.8
Forest Edge,C044,P00585,medium,59.6
Desert Camp,C026,P02787,medium,76.0
Desert Camp,C029,P00880,medium,76.6
Forest Edge,C050,P03849,medium,80.9
Forest Edge,C049,P04084,medium,94.1
Mountain Base,C075,P04331,medium,74.9
Desert Camp,C023,P00952,hard,56.5
Desert Camp,C033,P05688,easy,77.3
Desert Camp,C021,P04030,easy,87.9
Forest Edge,C038,P02514,medium,60.5
North Ridge,C015,P05304,hard,63.5
North Ridge,C004,P04268,hard,63.6
Desert Camp,C020,P01251,hard,74.0
North Ridge,C016,P04247,easy,87.3
Mountain Base,C066,P02724,hard,70.4
Forest Edge,C043,P02768,medium,82.2
Forest Edge,C044,P05960,medium,78.5
Desert Camp,C021,P00394,easy,74.8
Mountain Base,C058,P04469,easy,77.9
Forest Edge,C056,P03053,medium,59.1
Forest Edge,C045,P02136,hard,76.1
Forest Edge,C055,P03590,medium,68.7
Mountain Base,C057,P02431,medium,95.4
Desert Camp,C021,P01343,easy,85.2
Mountain Base,C059,P05846,medium,62.1
Forest Edge,C051,P04918,medium,69.1
Mountain Base,C066,P01661,hard,72.3
Forest Edge,C048,P00493,medium,84.5
Desert Camp,C030,P01141,medium,60.1
Forest Edge,C043,P00499,medium,69.7
Mountain Base,C073,P01090,medium,74.0
Forest Edge,C046,P05959,easy,76.7
Forest Edge,C040,P01555,medium,66.0
Mountain Base,C059,P00264,medium,62.7
Desert Camp,C032,P00963,medium,77.8
Mountain Base,C061,P05190,easy,77.0
Desert Camp,C020,P00100,hard,59.5
North Ridge,C006,P01369,medium,54.6
North Ridge,C009,P00196,medium,78.6
Mountain Base,C057,P01323,medium,42.7
North Ridge,C017,P05704,medium,75.0
North Ridge,C009,P02160,medium,54.6
Mountain Base,C064,P04333,hard,62.1
North Ridge,C018,P03013,hard,71.6
Forest Edge,C054,P01843,easy,92.0
Mountain Base,C074,P02551,medium,60.4
Forest Edge,C052,P02348,medium,63.0
Forest Edge,C053,P04794,easy,62.9
North Ridge,C003,P02101,medium,70.1
North Ridge,C018,P02596,hard,55.6
Forest Edge,C046,P00126,easy,66.6
North Ridge,C016,P00036,easy,68.3
Forest Edge,C036,P02270,medium,63.7
Desert Camp,C024,P02491,medium,61.2
Mountain Base,C071,P02591,medium,90.8
North Ridge,C009,P00271,medium,63.2
Mountain Base,C060,P00271,medium,62.1
Desert Camp,C026,P01587,medium,57.8
North Ridge,C006,P03772,medium,84.3
Mountain Base,C071,P01601,medium,74.7
Desert Camp,C033,P01952,easy,79.1
North Ridge,C015,P04293,hard,58.4
Forest Edge,C051,P05185,medium,67.3
North Ridge,C012,P00666,medium,58.6
Desert Camp,C034,P01428,medium,69.3
North Ridge,C018,P00623,hard,59.9
Forest Edge,C056,P03117,medium,53.8
Desert Camp,C034,P00091,medium,71.2
Forest Edge,C038,P05355,medium,60.9
Mountain Base,C068,P02396,medium,57.5
Mountain Base,C071,P00812,medium,80.7
Desert Camp,C026,P01700,medium,74.4
Mountain Base,C072,P04305,easy,73.3
Desert Camp,C023,P00365,hard,43.4
Desert Camp,C022,P03875,medium,72.9
Mountain Base,C063,P05617,hard,63.9
Forest Edge,C049,P03172,medium,55.4
Mountain Base,C068,P05299,medium,62.0
North Ridge,C005,P04085,medium,44.6
North Ridge,C006,P00283,medium,68.2
North Ridge,C016,P04976,easy,67.5
Mountain Base,C062,P01553,hard,41.6
Mountain Base,C064,P02213,hard,43.0
North Ridge,C014,P04540,easy,72.1
Mountain Base,C066,P04144,hard,41.3
Mountain Base,C071,P02123,medium,83.5
Mountain Base,C073,P03655,medium,74.7
Forest Edge,C042,P04552,medium,88.9
Forest Edge,C037,P03239,easy,72.6
Desert Camp,C032,P03799,medium,74.0
Mountain Base,C068,P03018,medium,67.7
North Ridge,C012,P04651,medium,85.7
Forest Edge,C054,P02721,easy,67.2
Forest Edge,C046,P04900,easy,88.9
Mountain Base,C059,P04688,medium,90.6
North Ridge,C007,P03188,easy,67.5
Mountain Base,C070,P04175,medium,61.4
Forest Edge,C036,P03243,medium,57.3
North Ridge,C011,P02915,hard,69.1
North Ridge,C012,P04007,medium,55.1
Mountain Base,C075,P04533,medium,50.2
Mountain Base,C058,P01837,easy,82.5
Desert Camp,C021,P01387,easy,86.4
Desert Camp,C030,P01407,medium,74.7
North Ridge,C013,P01416,easy,78.4
Forest Edge,C035,P02307,medium,65.0
North Ridge,C005,P05344,medium,84.3
Forest Edge,C041,P01950,medium,78.8
Mountain Base,C057,P01874,medium,69.0
Mountain Base,C074,P05654,medium,74.2
Desert Camp,C031,P00939,hard,54.7
Forest Edge,C052,P02427,medium,64.2
Desert Camp,C027,P03950,easy,92.4
Desert Camp,C033,P01162,easy,86.9
Mountain Base,C067,P04134,easy,89.1
North Ridge,C018,P03097,hard,59.4
Forest Edge,C052,P04544,medium,72.1
Desert Camp,C022,P03602,medium,67.5
Forest Edge,C044,P02266,medium,66.0
Mountain Base,C075,P05227,medium,72.7
Forest Edge,C051,P01817,medium,75.7
Mountain Base,C070,P04020,medium,94.5
Mountain Base,C069,P05904,medium,83.0
Forest Edge,C052,P04060,medium,66.7
North Ridge,C019,P05372,easy,65.3
Mountain Base,C069,P04274,medium,55.5
Forest Edge,C045,P05510,hard,52.0
Mountain Base,C057,P03195,medium,82.2
Forest Edge,C049,P02202,medium,68.9
Mountain Base,C075,P05485,medium,76.5
Forest Edge,C053,P00770,easy,69.4
Mountain Base,C062,P00132,hard,60.8
Desert Camp,C034,P04438,medium,69.3
North Ridge,C015,P01499,hard,83.3
Desert Camp,C028,P01444,easy,82.6
Mountain Base,C071,P00947,medium,73.9
North Ridge,C001,P04966,medium,86.5
Mountain Base,C069,P00206,medium,77.3
Forest Edge,C038,P05770,medium,68.6
Forest Edge,C046,P03331,easy,77.5
Forest Edge,C046,P03366,easy,74.2
Forest Edge,C050,P01658,medium,72.1
North Ridge,C016,P02269,easy,77.9
Mountain Base,C069,P00711,medium,61.4
Forest Edge,C055,P05667,medium,62.3
North Ridge,C011,P01415,hard,66.3
Desert Camp,C023,P00845,hard,71.8
Desert Camp,C029,P02586,medium,60.5
Forest Edge,C041,P03607,medium,72.0
Mountain Base,C067,P03879,easy,77.7
Forest Edge,C042,P02823,medium,66.7
Forest Edge,C042,P02197,medium,74.6
North Ridge,C008,P02089,easy,84.5
Desert Camp,C027,P03284,easy,79.0
Desert Camp,C020,P05110,hard,77.8
Forest Edge,C055,P02770,medium,66.5
North Ridge,C003,P01559,medium,52.8
Forest Edge,C042,P02056,medium,61.5
North Ridge,C003,P05010,medium,69.2
North Ridge,C014,P02104,easy,90.2
North Ridge,C001,P04274,medium,81.8
Mountain Base,C064,P03248,hard,31.4
Forest Edge,C040,P00173,medium,73.2
Mountain Base,C061,P05327,easy,73.0
North Ridge,C015,P03817,hard,62.6
Desert Camp,C020,P01741,hard,59.3
Mountain Base,C063,P03567,hard,82.2
Mountain Base,C060,P03459,medium,64.1
Forest Edge,C054,P03175,easy,70.9
Mountain Base,C073,P02952,medium,60.7
Forest Edge,C041,P05343,medium,68.3
Desert Camp,C034,P03957,medium,61.5
Mountain Base,C067,P00545,easy,82.6
Forest Edge,C049,P03441,medium,62.9
Forest Edge,C054,P05520,easy,77.5
Mountain Base,C075,P05580,medium,63.5
North Ridge,C012,P01183,medium,67.1
North Ridge,C005,P04870,medium,64.4
North Ridge,C002,P04533,medium,75.6
Desert Camp,C027,P00950,easy,84.2
North Ridge,C017,P05636,medium,70.7
Forest Edge,C053,P03633,easy,68.2
North Ridge,C015,P05899,hard,64.7
Mountain Base,C073,P04410,medium,68.1
Mountain Base,C061,P02103,easy,75.7
North Ridge,C016,P04425,easy,76.2
Desert Camp,C021,P02175,easy,70.2
Mountain Base,C072,P02904,easy,62.0
North Ridge,C019,P04139,easy,87.3
North Ridge,C007,P00468,easy,84.3
Mountain Base,C066,P05508,hard,65.5
Forest Edge,C046,P01986,easy,84.4
Mountain Base,C068,P05229,medium,71.3
Mountain Base,C065,P05011,medium,73.4
Desert Camp,C032,P05472,medium,60.3
Mountain Base,C065,P03284,medium,80.5
Forest Edge,C043,P02766,medium,63.0
Forest Edge,C039,P03279,medium,81.5
Mountain Base,C057,P00485,medium,72.4
Forest Edge,C052,P02869,medium,83.0
Desert Camp,C029,P03996,medium,69.4
North Ridge,C004,P03527,hard,78.8
Forest Edge,C052,P05149,medium,60.6
Mountain Base,C058,P00251,easy,89.5
Mountain Base,C065,P01114,medium,76.5
Forest Edge,C037,P00505,easy,100.0
Desert Camp,C032,P00880,medium,71.5
Desert Camp,C028,P02163,easy,100.0
