sighting_id,sighting_ts,park_name,trail_id,observer_badge,species_raw,count_seen
S001777,2025-06-25,gLaCiEr National Park,T070,,SC03 - River Otter,4
S001778,2025-08-17,zion National Park,T083,B0388,SC13,1
S001779,2025-08-10,glacier National Park,T088,B0347,SC16,1
S001780,2025-07-11,aCaDiA National Park,T053,B0248,SC18,1
S001781,2025-06-18,rEdWoOd National Park,T083,B0076,SC27,5
S001782,2025-07-16,Yellowstone National Park ,T015,B0308,SC13,4
S001783,2025-06-20,rEdWoOd National Park,T060,B0369,SC21,1
S001784,2025-08-29,Zion National Park ,T006,B0284,SC03,1
S001785,2025-07-26,Zion National Park ,T096,B0060,SC02,3
S001786,2025-08-14,Grand Canyon National Park ,T057,B0170,SC26,1
S001787,2025-07-01,redwood National Park,T039,,SC02,2
S001788,2025-08-12,Redwood National Park ,T068,,SC25 - Mountain Goat,2
S001789,2025-08-26,zIoN National Park,T040,B0224,SC08,1
S001790,2025-08-22,Yellowstone National Park ,T106,B0017,SC18,3
S001791,2025-06-26,grand Canyon National Park,T028,B0263,SC13,1
S001792,2025-07-20,Grand Canyon National Park ,T062,B0251,SC20,4
S001793,2025-08-23,aCaDiA National Park,T094,,SC04,4
S001794,2025-07-19,gRaNd Canyon National Park,T113,B0068,SC26,4
S001795,2025-08-04,aCaDiA National Park,T106,B0195,SC09,5
S001796,2025-07-07,Acadia National Park ,T034,B0026,SC08,2
S001797,2025-07-17,yElLoWsToNe National Park,T076,B0131,sc07,1
S001798,2025-06-06,gLaCiEr National Park,T042,B0051,SC10,2
S001799,2025-07-18,zIoN National Park,T107,B0017,SC02,1
S001800,2025-06-01,Yellowstone National Park ,T028,B0131,SC08,5
S001801,2025-08-27,Zion National Park ,T093,B0105,SC29,1
S001802,2025-07-28,acadia National Park,T015,B0264,SC30,4
S001803,2025-07-28,gLaCiEr National Park,T120,B0072,SC28,2
S001804,2025-07-30,Grand Canyon National Park ,T032,B0087,SC27,1
S001805,2025-07-11,aCaDiA National Park,T059,B0159,SC01,5
S001806,2025-06-10,Zion National Park ,T081,B0108,SC28,4
S001807,2025-06-04,acadia National Park,T059,B0181,SC14,4
S001808,2025-07-29,Glacier National Park ,T001,B0337,Sc18,5
S001809,2025-07-09,acadia National Park,T062,B0118,SC13,1
S001810,2025-06-08,aCaDiA National Park,T028,B0354,SC21,1
S001811,2025-06-05,aCaDiA National Park,T002,B0044,SC12 - Elk,3
S001812,2025-07-24,Glacier National Park ,T089,B0223,SC23,2
S001813,2025-07-12,Yellowstone National Park ,T110,B0266,SC19,3
S001814,2025-08-07,rEdWoOd National Park,T077,B0054,SC11,4
S001815,2025-07-21,Acadia National Park ,T004,B0381,SC22,1
S001816,2025-06-23,gLaCiEr National Park,T018,B0188,SC16,3
S001817,2025-07-05,Glacier National Park ,T040,B0146,SC13,2
S001818,2025-06-07,Zion National Park ,T108,B0149,SC17,5
S001819,2025-06-02,Acadia National Park ,T108,B0389,SC17,1
S001820,2025-08-18,Grand Canyon National Park ,T054,B0074,SC10,2
S001821,2025-08-07,Yellowstone National Park ,T028,B0216,SC09,1
S001822,2025-06-23,gRaNd Canyon National Park,T116,B0258,sc07,2
S001823,2025-08-15,Acadia National Park ,T114,B0139,SC23,1
S001824,2025-06-25,rEdWoOd National Park,T067,B0306,SC16,3
S001825,2025-06-22,Glacier National Park ,T058,B0025,SC22,1
S001826,2025-06-24,Glacier National Park ,T020,B0323,SC29,2
S001827,2025-08-13,Grand Canyon National Park ,T008,B0152,SC02,2
S001828,2025-08-05,Yellowstone National Park ,T010,B0039,SC06,2
S001829,2025-06-08,gRaNd Canyon National Park,T064,B0352,SC02,2
S001830,2025-07-03,yElLoWsToNe National Park,T031,,SC23,1
S001831,2025-07-22,zion National Park,T079,B0069,SC03,1
S001832,2025-07-10,gLaCiEr National Park,T002,B0305,SC15,1
S001833,2025-06-03,zIoN National Park,T076,B0028,SC29,3
S001834,2025-06-15,grand Canyon National Park,T094,B0146,SC15,2
S001835,2025-06-09,zion National Park,T074,B0187,SC16,3
S001836,2025-07-27,aCaDiA National Park,T030,,SC25 - Mountain Goat,3
S001837,2025-06-10,Acadia National Park ,T103,B0395,SC19,1
S001838,2025-08-23,Acadia National Park ,T096,B0220,SC14,1
S001839,2025-08-04,redwood National Park,T031,B0061,SC03 - River Otter,1
S001840,2025-08-23,Grand Canyon National Park ,T062,B0165,Sc18,1
S001841,2025-06-19,yellowstone National Park,T072,B0286,SC08,7
S001842,2025-06-16,Zion National Park ,T098,B0145,SC20,1
S001843,2025-08-14,yellowstone National Park,T059,B0055,SC20,3
S001844,2025-06-11,Grand Canyon National Park ,T052,B0193,SC19,3
S001845,2025-08-08,gLaCiEr National Park,T112,B0285,SC23,1
S001846,2025-08-29,Yellowstone National Park ,T033,B0354,SC10,3
S001847,2025-08-10,gRaNd Canyon National Park,T017,B0060,SC22,6
S001848,2025-06-09,Yellowstone National Park ,T064,B0373,SC08,2
S001849,2025-06-08,yElLoWsToNe National Park,T053,B0230,SC29,1
S001850,2025-06-15,Acadia National Park ,T083,B0336,SC01,2
S001851,2025-08-29,glacier National Park,T019,B0012,SC24,3
S001852,2025-07-07,acadia National Park,T066,,SC12,7
S001853,2025-06-05,yElLoWsToNe National Park,T003,B0353,SC28,1
S001854,2025-08-16,zIoN National Park,T116,B0204,SC04,3
S001855,2025-08-01,gLaCiEr National Park,T095,B0391,SC14,1
S001856,2025-06-20,yellowstone National Park,T057,B0090,SC03,3
S001857,2025-08-25,glacier National Park,T074,B0100,SC05,3
S001858,2025-07-15,glacier National Park,T029,,SC18,1
S001859,2025-08-25,glacier National Park,T106,B0049,SC24,3
S001860,2025-07-22,aCaDiA National Park,T088,B0204,SC13,1
S001861,2025-06-21,grand Canyon National Park,T057,B0035,SC05,3
S001862,2025-08-09,Grand Canyon National Park ,T120,B0157,SC23,1
S001863,2025-07-15,rEdWoOd National Park,T060,B0279,SC12,1
S001864,2025-08-01,Yellowstone National Park ,T020,,SC19,1
S001865,2025-06-06,zion National Park,T098,B0055,SC28,2
S001866,2025-06-06,gRaNd Canyon National Park,T052,B0162,SC08,2
S001867,2025-07-18,Grand Canyon National Park ,T026,,SC19,1
S001868,2025-06-01,aCaDiA National Park,T075,B0196,SC17,1
S001869,2025-06-11,grand Canyon National Park,T058,B0213,SC26,2
S001870,2025-08-26,Grand Canyon National Park ,T103,B0109,SC16,1
S001871,2025-06-05,yElLoWsToNe National Park,T078,B0396,SC22,7
S001872,2025-07-01,gRaNd Canyon National Park,T060,B0376,SC29,2
S001873,2025-07-17,Yellowstone National Park ,T118,,SC23,4
S001874,2025-07-29,Zion National Park ,T086,B0220,SC15,3
S001875,2025-06-08,Zion National Park ,T016,B0011,sc07,2
S001876,2025-08-29,aCaDiA National Park,T017,B0094,SC21,1
S001877,2025-07-20,Redwood National Park ,T061,B0219,SC28,1
S001878,2025-07-03,Grand Canyon National Park ,T058,B0311,SC04,2
S001879,2025-08-25,Redwood National Park ,T039,B0285,SC18,1
S001880,2025-06-18,yElLoWsToNe National Park,T050,,SC18,2
S001881,2025-07-03,yElLoWsToNe National Park,T021,B0178,SC28,7
S001882,2025-08-06,Acadia National Park ,T056,B0309,SC15,5
S001883,2025-07-25,redwood National Park,T084,B0167,Sc18,1
S001884,2025-06-12,gLaCiEr National Park,T070,B0024,SC03,2
S001885,2025-07-26,Yellowstone National Park ,T030,B0012,sc07,4
S001886,2025-08-19,yElLoWsToNe National Park,T045,B0341,sc07,3
S001887,2025-07-20,yellowstone National Park,T112,B0154,SC27,2
S001888,2025-08-25,rEdWoOd National Park,T005,B0352,SC06,2
S001889,2025-06-18,yellowstone National Park,T091,B0020,SC28,3
S001890,2025-06-17,Redwood National Park ,T092,B0332,SC18,3
S001891,2025-07-08,acadia National Park,T049,B0334,SC18,4
S001892,2025-06-21,glacier National Park,T048,,SC23,1
S001893,2025-08-03,acadia National Park,T053,,SC30,2
S001894,2025-08-14,Grand Canyon National Park ,T010,B0080,SC08,5
S001895,2025-07-19,yellowstone National Park,T023,B0321,SC12 - Elk,4
S001896,2025-08-14,Zion National Park ,T028,,SC07,3
S001897,2025-08-10,Glacier National Park ,T108,B0143,SC25,2
S001898,2025-06-02,rEdWoOd National Park,T101,B0065,SC15,1
S001899,2025-07-20,zIoN National Park,T110,B0271,SC12 - Elk,3
S001900,2025-08-23,Redwood National Park ,T113,B0360,SC05,1
S001901,2025-08-28,Zion National Park ,T088,B0342,SC10,5
S001902,2025-08-26,Yellowstone National Park ,T056,,SC04,1
S001903,2025-08-27,Glacier National Park ,T004,B0049,SC05,6
S001904,2025-07-23,Yellowstone National Park ,T035,B0162,SC26,2
S001905,2025-06-06,Zion National Park ,T079,B0087,SC06,2
S001906,2025-07-09,Redwood National Park ,T058,,Sc18,3
S001907,2025-06-16,zion National Park,T091,B0329,SC27,1
S001908,2025-08-23,zIoN National Park,T083,B0047,SC03,5
S001909,2025-06-04,redwood National Park,T047,B0157,SC18,2
S001910,2025-06-13,glacier National Park,T083,B0318,SC22,3
S001911,2025-08-16,grand Canyon National Park,T096,B0143,SC12 - Elk,2
S001912,2025-06-05,yellowstone National Park,T058,B0209,SC27,3
S001913,2025-07-19,gRaNd Canyon National Park,T016,B0249,SC17,2
S001914,2025-07-14,Glacier National Park ,T024,B0305,SC07,1
S001915,2025-08-24,acadia National Park,T025,B0258,SC15,2
S001916,2025-06-18,grand Canyon National Park,T078,B0234,Sc18,1
S001917,2025-08-11,Yellowstone National Park ,T106,B0028,SC07,3
S001918,2025-08-29,glacier National Park,T024,B0156,SC04,4
S001919,2025-08-21,zion National Park,T098,,SC19,2
S001920,2025-07-14,zIoN National Park,T110,,SC25,2
S001921,2025-06-18,Grand Canyon National Park ,T038,B0371,SC28,1
S001922,2025-08-22,aCaDiA National Park,T012,B0245,SC30,5
S001923,2025-07-13,glacier National Park,T038,B0292,SC09,2
S001924,2025-06-27,grand Canyon National Park,T104,B0153,SC06,1
S001925,2025-07-13,aCaDiA National Park,T099,,SC07,1
S001926,2025-06-23,Redwood National Park ,T067,B0104,SC03,2
S001927,2025-06-13,rEdWoOd National Park,T044,B0384,SC12 - Elk,1
S001928,2025-07-22,Yellowstone National Park ,T015,B0279,SC04,3
S001929,2025-08-08,grand Canyon National Park,T070,B0280,SC25 - Mountain Goat,6
S001930,2025-08-21,Zion National Park ,T097,,SC15,2
S001931,2025-07-20,grand Canyon National Park,T037,B0023,SC15,3
S001932,2025-06-02,Zion National Park ,T094,B0113,SC25,1
S001933,2025-08-03,gLaCiEr National Park,T115,B0017,SC15,1
S001934,2025-06-08,Yellowstone National Park ,T107,B0334,SC16,4
S001935,2025-07-24,yellowstone National Park,T111,B0218,SC05,4
S001936,2025-08-01,zion National Park,T120,B0060,SC26,6
S001937,2025-06-27,Yellowstone National Park ,T092,B0078,SC06,4
S001938,2025-07-05,redwood National Park,T101,B0330,SC15,2
S001939,2025-08-04,Redwood National Park ,T010,B0178,SC03,2
S001940,2025-07-22,yellowstone National Park,T106,B0082,SC19,4
S001941,2025-07-13,aCaDiA National Park,T059,B0199,SC25 - Mountain Goat,3
S001942,2025-08-22,zIoN National Park,T047,B0007,SC05,1
S001943,2025-07-20,Acadia National Park ,T019,,SC27,3
S001944,2025-08-02,acadia National Park,T019,B0205,Sc18,5
S001945,2025-08-04,zIoN National Park,T093,,SC01,2
S001946,2025-07-26,zion National Park,T108,,SC04,4
S001947,2025-08-04,acadia National Park,T037,B0383,SC08,1
S001948,2025-08-26,rEdWoOd National Park,T032,B0040,SC28,1
S001949,2025-06-26,Zion National Park ,T055,B0229,SC26,1
S001950,2025-07-21,rEdWoOd National Park,T113,B0259,SC24,3
S001951,2025-06-12,Acadia National Park ,T058,B0275,SC29,4
S001952,2025-07-22,Acadia National Park ,T041,B0060,SC12,1
S001953,2025-08-04,aCaDiA National Park,T062,B0350,SC06,3
S001954,2025-07-31,Redwood National Park ,T082,B0312,SC19,2
S001955,2025-08-19,zion National Park,T103,,Sc18,3
S001956,2025-07-03,yellowstone National Park,T101,B0041,SC09,2
S001957,2025-06-22,Zion National Park ,T001,B0290,SC23,4
S001958,2025-08-25,Grand Canyon National Park ,T067,B0390,SC09,2
S001959,2025-06-27,acadia National Park,T057,B0024,SC09,1
S001960,2025-08-26,grand Canyon National Park,T062,B0377,SC02,2
S001961,2025-06-17,zion National Park,T058,B0060,SC03 - River Otter,2
S001962,2025-06-24,Acadia National Park ,T100,B0368,SC04,2
S001963,2025-07-02,Yellowstone National Park ,T072,B0338,SC23,2
S001964,2025-06-11,gRaNd Canyon National Park,T019,B0185,SC22,4
S001965,2025-08-08,acadia National Park,T056,B0101,SC05,1
S001966,2025-08-18,aCaDiA National Park,T099,B0387,SC06,1
S001967,2025-08-22,redwood National Park,T009,B0386,SC13,4
S001968,2025-07-24,Zion National Park ,T062,B0234,SC03 - River Otter,1
S001969,2025-06-06,yElLoWsToNe National Park,T090,B0352,SC28,1
S001970,2025-07-31,yellowstone National Park,T047,B0058,SC13,1
S001971,2025-07-06,grand Canyon National Park,T057,B0085,Sc18,1
S001972,2025-08-11,Zion National Park ,T003,B0072,SC28,1
S001973,2025-07-03,gLaCiEr National Park,T059,B0342,SC27,4
S001974,2025-08-01,gRaNd Canyon National Park,T086,B0337,SC06,4
S001975,2025-07-28,Redwood National Park ,T021,B0369,SC05,2
S001976,2025-07-25,Yellowstone National Park ,T075,,SC10,3
S001977,2025-08-19,redwood National Park,T093,,SC04,5
S001978,2025-08-19,Grand Canyon National Park ,T054,B0148,sc07,1
S001979,2025-08-03,gLaCiEr National Park,T073,B0243,SC14,1
S001980,2025-08-01,redwood National Park,T075,B0351,SC30,1
S001981,2025-07-13,yellowstone National Park,T072,,SC17,3
S001982,2025-07-24,zIoN National Park,T084,B0275,SC17,2
S001983,2025-08-29,grand Canyon National Park,T064,B0218,SC02,2
S001984,2025-06-07,glacier National Park,T088,B0357,SC12,1
S001985,2025-07-14,rEdWoOd National Park,T068,B0334,SC22,2
S001986,2025-06-24,zIoN National Park,T048,B0043,SC22,4
S001987,2025-06-22,redwood National Park,T083,B0260,SC08,5
S001988,2025-07-06,gRaNd Canyon National Park,T011,B0191,SC01,2
S001989,2025-08-13,zion National Park,T039,B0210,SC11,1
S001990,2025-07-16,grand Canyon National Park,T029,B0361,SC27,2
S001991,2025-08-26,Grand Canyon National Park ,T043,B0067,SC24,4
S001992,2025-06-15,aCaDiA National Park,T030,B0188,SC26,2
S001993,2025-08-12,Redwood National Park ,T037,B0040,SC24,1
S001994,2025-06-17,Redwood National Park ,T068,B0086,SC17,5
S001995,2025-07-31,gLaCiEr National Park,T070,B0337,SC01,3
S001996,2025-08-03,redwood National Park,T040,B0234,SC07,2
S001997,2025-08-12,gLaCiEr National Park,T006,B0073,SC22,2
S001998,2025-07-24,yElLoWsToNe National Park,T041,B0282,SC13,1
S001999,2025-07-17,zIoN National Park,T017,B0243,SC08,3
S002000,2025-07-10,grand Canyon National Park,T011,B0279,SC24,3
S002001,2025-08-16,Acadia National Park ,T049,B0051,SC27,1
S002002,2025-06-17,zIoN National Park,T089,B0171,SC13,1
S002003,2025-07-16,Acadia National Park ,T054,B0373,SC08,3
S002004,2025-06-10,grand Canyon National Park,T019,B0021,SC19,1
S002005,2025-06-11,Acadia National Park ,T028,B0110,SC02,2
S002006,2025-08-19,yellowstone National Park,T106,B0224,SC16,1
S002007,2025-06-26,grand Canyon National Park,T103,B0374,SC25 - Mountain Goat,1
S002008,2025-07-08,zion National Park,T110,B0055,SC25,1
S002009,2025-06-14,yellowstone National Park,T021,B0076,SC10,2
S002010,2025-06-06,glacier National Park,T001,B0324,SC10,4
S002011,2025-07-14,yellowstone National Park,T108,B0271,SC24,3
S002012,2025-07-17,gLaCiEr National Park,T002,B0330,SC30,6
S002013,2025-06-30,glacier National Park,T104,B0101,SC15,3
S002014,2025-06-12,zion National Park,T034,B0102,SC09,2
S002015,2025-06-20,glacier National Park,T117,B0391,Sc18,1
S002016,2025-08-28,Zion National Park ,T049,B0322,SC30,3
S002017,2025-07-21,Acadia National Park ,T029,B0266,SC26,1
S002018,2025-07-09,glacier National Park,T051,B0282,SC27,2
S002019,2025-06-21,redwood National Park,T091,B0201,SC14,2
S002020,2025-07-05,rEdWoOd National Park,T035,B0316,SC24,1
S002021,2025-07-20,aCaDiA National Park,T020,B0390,SC09,1
S002022,2025-08-03,Acadia National Park ,T080,B0095,SC14,4
S002023,2025-06-24,Redwood National Park ,T068,B0318,SC24,1
S002024,2025-08-21,Zion National Park ,T021,B0245,SC22,5
S002025,2025-08-28,rEdWoOd National Park,T097,B0203,SC25,4
S002026,2025-07-13,gLaCiEr National Park,T114,,SC21,3
S002027,2025-06-15,gRaNd Canyon National Park,T070,,SC02,1
S002028,2025-08-12,redwood National Park,T107,B0317,SC14,3
S002029,2025-07-09,glacier National Park,T070,B0349,SC27,1
S002030,2025-06-14,zIoN National Park,T044,B0125,SC15,3
S002031,2025-08-06,Glacier National Park ,T027,,SC17,2
S002032,2025-06-08,Redwood National Park ,T066,B0172,SC15,1
S002033,2025-08-22,rEdWoOd National Park,T087,B0200,SC09,3
S002034,2025-06-04,redwood National Park,T020,,Sc18,2
S002035,2025-07-15,Glacier National Park ,T105,,SC27,1
S002036,2025-08-05,Zion National Park ,T009,B0028,SC12 - Elk,1
S002037,2025-07-23,grand Canyon National Park,T071,B0302,SC14,2
S002038,2025-07-10,yElLoWsToNe National Park,T079,B0245,SC23,1
S002039,2025-07-09,zion National Park,T049,B0269,SC20,2
S002040,2025-08-12,Yellowstone National Park ,T079,B0263,SC19,5
S002041,2025-06-06,redwood National Park,T041,B0221,SC18,1
S002042,2025-08-07,zion National Park,T111,B0002,SC26,3
S002043,2025-07-20,Glacier National Park ,T038,B0055,SC22,1
S002044,2025-07-21,Zion National Park ,T027,B0318,SC27,5
S002045,2025-07-10,zion National Park,T004,,SC02,2
S002046,2025-08-08,Zion National Park ,T021,B0400,SC24,1
S002047,2025-06-05,Acadia National Park ,T029,B0233,SC05,1
S002048,2025-07-31,Redwood National Park ,T073,B0366,SC25,3
S002049,2025-06-24,yellowstone National Park,T009,B0150,SC25,3
S002050,2025-07-21,Glacier National Park ,T090,B0207,SC16,1
S002051,2025-06-17,Redwood National Park ,T071,B0232,SC01,1
S002052,2025-06-01,acadia National Park,T034,B0253,SC03 - River Otter,1
S002053,2025-08-04,acadia National Park,T009,B0027,SC02,3
S002054,2025-06-22,Grand Canyon National Park ,T008,B0217,SC20,3
S002055,2025-06-25,rEdWoOd National Park,T061,B0042,SC06,2
S002056,2025-06-21,gRaNd Canyon National Park,T020,,SC24,4
S002057,2025-06-27,Yellowstone National Park ,T101,B0204,SC10,2
S002058,2025-08-22,aCaDiA National Park,T104,B0389,SC25 - Mountain Goat,2
S002059,2025-08-10,Grand Canyon National Park ,T050,B0165,SC05,1
S002060,2025-07-06,Grand Canyon National Park ,T094,B0101,SC03 - River Otter,3
S002061,2025-08-07,aCaDiA National Park,T049,,SC22,4
S002062,2025-06-08,aCaDiA National Park,T041,B0163,SC04,3
S002063,2025-08-25,yElLoWsToNe National Park,T115,B0073,SC04,4
S002064,2025-06-09,Acadia National Park ,T030,B0040,SC02,1
S002065,2025-06-22,glacier National Park,T063,B0133,SC29,4
S002066,2025-06-19,gLaCiEr National Park,T065,B0163,SC26,2
S002067,2025-08-09,acadia National Park,T073,B0178,SC29,1
S002068,2025-07-16,Grand Canyon National Park ,T095,B0267,SC19,2
S002069,2025-08-23,zion National Park,T073,B0386,sc07,3
S002070,2025-08-28,gLaCiEr National Park,T076,B0269,SC21,3
S002071,2025-07-11,Zion National Park ,T105,B0260,SC12,1
S002072,2025-08-16,Glacier National Park ,T038,B0100,SC02,3
S002073,2025-06-17,Acadia National Park ,T108,,SC02,3
S002074,2025-08-19,rEdWoOd National Park,T057,B0165,SC27,3
S002075,2025-08-16,Yellowstone National Park ,T026,B0370,SC10,1
S002076,2025-06-08,Acadia National Park ,T014,B0291,SC01,1
S002077,2025-08-13,Grand Canyon National Park ,T037,,SC12,7
S002078,2025-07-01,Yellowstone National Park ,T079,B0023,SC26,2
S002079,2025-06-15,zIoN National Park,T055,B0303,SC29,1
S002080,2025-07-14,Grand Canyon National Park ,T083,B0069,SC03 - River Otter,1
S002081,2025-06-06,Yellowstone National Park ,T053,B0360,SC25,3
S002082,2025-06-07,redwood National Park,T058,B0345,SC20,3
S002083,2025-06-23,glacier National Park,T090,B0250,SC25 - Mountain Goat,2
S002084,2025-06-10,Redwood National Park ,T080,B0067,SC12 - Elk,3
S002085,2025-08-17,yElLoWsToNe National Park,T112,B0201,SC12,1
S002086,2025-07-18,glacier National Park,T003,B0387,SC09,1
S002087,2025-07-11,zIoN National Park,T092,B0028,SC29,1
S002088,2025-08-19,zion National Park,T073,B0313,SC01,3
S002089,2025-08-29,Yellowstone National Park ,T004,B0029,SC29,2
S002090,2025-06-06,glacier National Park,T015,B0389,SC06,2
S002091,2025-07-07,grand Canyon National Park,T001,B0142,SC19,2
S002092,2025-07-26,grand Canyon National Park,T014,B0209,SC03,3
S002093,2025-06-26,yElLoWsToNe National Park,T049,B0096,SC05,2
S002094,2025-06-24,Glacier National Park ,T099,B0285,SC11,3
S002095,2025-08-18,redwood National Park,T008,B0260,SC14,2
S002096,2025-08-09,acadia National Park,T006,B0306,SC04,4
S002097,2025-06-11,zIoN National Park,T036,B0156,SC28,2
S002098,2025-08-17,Grand Canyon National Park ,T014,B0061,SC30,1
S002099,2025-08-27,grand Canyon National Park,T102,B0007,SC08,6
S002100,2025-07-27,Grand Canyon National Park ,T050,B0172,SC29,3
S002101,2025-08-11,Glacier National Park ,T002,B0038,SC25 - Mountain Goat,1
S002102,2025-07-28,yellowstone National Park,T099,B0189,SC08,1
S002103,2025-08-26,Grand Canyon National Park ,T109,B0214,SC22,2
S002104,2025-06-05,Glacier National Park ,T066,B0378,SC08,3
S002105,2025-08-08,glacier National Park,T088,B0174,SC24,1
